Codigo Departamento,Codigo Municipio,Municipio,Total ,Cabeceras,Centros poblados y rural disperso
68,68001,BUCARAMANGA,14.2,13.8,35.7
68,68013,AGUADA,41.8,23.0,45.8
68,68020,ALBANIA,48.1,26.5,51.9
68,68051,ARATOCA,40.6,23.3,47.6
68,68077,BARBOSA,21.6,18.0,34.6
68,68079,BARICHARA,28.5,8.9,40.1
68,68081,BARRANCABERMEJA,26.4,26.1,28.8
68,68092,BETULIA,43.9,26.7,49.3
68,68101,BOLÍVAR,45.5,19.0,50.3
68,68121,CABRERA,34.0,30.5,34.9
68,68132,CALIFORNIA,21.2,10.4,31.2
68,68147,CAPITANEJO,35.7,24.8,54.0
68,68152,CARCASÍ,60.8,20.6,67.8
68,68160,CEPITÁ,32.0,10.6,38.3
68,68162,CERRITO,41.9,30.4,53.8
68,68167,CHARALÁ,26.9,17.6,42.5
68,68169,CHARTA,35.1,19.3,40.2
68,68176,CHIMA,45.2,21.4,55.8
68,68179,CHIPATÁ,42.8,18.5,46.5
68,68190,CIMITARRA,36.0,23.3,47.4
68,68207,CONCEPCIÓN,36.2,27.1,46.0
68,68209,CONFINES,32.6,19.5,36.4
68,68211,CONTRATACIÓN,29.2,19.2,59.7
68,68217,COROMORO,53.6,16.8,59.6
68,68229,CURITÍ,35.7,21.3,44.9
68,68235,EL CARMEN DE CHUCURI,58.9,19.1,65.2
68,68245,EL GUACAMAYO,33.0,19.4,39.5
68,68250,EL PEÑÓN,57.8,24.3,64.3
68,68255,EL PLAYÓN,45.7,31.7,61.5
68,68264,ENCINO,32.0,12.1,37.7
68,68266,ENCISO,35.3,13.6,42.4
68,68271,FLORIÁN,56.0,22.5,67.0
68,68276,FLORIDABLANCA,11.0,10.6,22.1
68,68296,GALÁN,41.9,17.2,51.6
68,68298,GÁMBITA,51.1,18.2,57.9
68,68307,GIRÓN,16.5,14.4,33.2
68,68318,GUACA,60.3,20.8,74.3
68,68320,GUADALUPE,39.1,15.4,54.2
68,68322,GUAPOTÁ,31.4,21.1,35.3
68,68324,GUAVATÁ,40.4,23.3,46.8
68,68327,GÜEPSA,29.6,22.1,41.9
68,68344,HATO,46.9,31.3,53.2
68,68368,JESÚS MARÍA,40.8,17.2,47.4
68,68370,JORDÁN,53.7,44.8,54.5
68,68377,LA BELLEZA,36.1,19.6,42.7
68,68385,LANDÁZURI,49.1,34.9,56.1
68,68397,LA PAZ,36.1,17.4,40.1
68,68406,LEBRIJA,27.0,18.6,36.3
68,68418,LOS SANTOS,44.6,22.3,48.0
68,68425,MACARAVITA,50.3,19.8,54.7
68,68432,MÁLAGA,19.3,15.5,43.1
68,68444,MATANZA,38.2,15.3,46.8
68,68464,MOGOTES,49.4,24.8,64.9
68,68468,MOLAGAVITA,51.9,17.4,58.4
68,68498,OCAMONTÉ,38.6,14.7,43.5
68,68500,OIBA,31.8,14.4,45.7
68,68502,ONZAGA,55.1,16.6,70.2
68,68522,PALMAR,32.5,11.1,43.4
68,68524,PALMAS DEL SOCORRO,27.3,19.3,30.8
68,68533,PÁRAMO,31.5,25.1,34.2
68,68547,PIEDECUESTA,16.2,12.3,32.9
68,68549,PINCHOTE,23.8,15.9,26.1
68,68572,PUENTE NACIONAL,26.4,12.8,35.5
68,68573,PUERTO PARRA,36.1,35.5,36.5
68,68575,PUERTO WILCHES,40.3,35.4,45.4
68,68615,RIONEGRO,37.8,15.7,44.8
